a_Gene_ID	miRNA_family_ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
FBtr0452138	miR-1-3p	7229	5356	5363	4588	4595	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7234	5356	5363	4393	4400	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7237	5356	5363	4582	4589	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7238	5356	5363	4514	4521	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7240	5356	5363	4372	4379	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7244	5356	5363	4390	4397	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7245	5356	5363	4537	4544	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7260	5356	5363	4658	4665	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7291	5356	5363	4522	4529	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	7370	5356	5363	4525	4532	36	8mer-1a	x	8mer-1a	7165 7217 7220 7222 7227 7229 7234 7237 7238 7240 7244 7245 7260 7291 7370 28584 29029 29030 30023 30025 30033 42026 125945 1041015		1
FBtr0452138	miR-1-3p	1041015	7587	7595	6221	6226	37	6mer	x	6mer	30033 1041015		1
FBtr0452138	miR-1-3p	30033	7587	7595	6403	6408	37	6mer	x	6mer	30033 1041015		1
FBtr0452138	miR-1-3p	125945	12869	12877	9339	9346	38	8mer-1a	x	8mer-1a	7220 7227 7238 7240 7245 28584 29030 125945		0
FBtr0452138	miR-1-3p	28584	12869	12877	7971	7978	38	8mer-1a	x	8mer-1a	7220 7227 7238 7240 7245 28584 29030 125945		0
FBtr0452138	miR-1-3p	29030	12869	12877	9340	9347	38	8mer-1a	x	8mer-1a	7220 7227 7238 7240 7245 28584 29030 125945		0
FBtr0452138	miR-1-3p	7220	12869	12877	9296	9303	38	8mer-1a	x	8mer-1a	7220 7227 7238 7240 7245 28584 29030 125945		0
FBtr0452138	miR-1-3p	7227	12869	12877	9312	9319	38	8mer-1a	x	8mer-1a	7220 7227 7238 7240 7245 28584 29030 125945		0
FBtr0452138	miR-1-3p	7238	12869	12877	9262	9269	38	8mer-1a	x	8mer-1a	7220 7227 7238 7240 7245 28584 29030 125945		0
FBtr0452138	miR-1-3p	7240	12869	12877	9160	9167	38	8mer-1a	x	8mer-1a	7220 7227 7238 7240 7245 28584 29030 125945		0
FBtr0452138	miR-1-3p	7245	12869	12877	9461	9468	38	8mer-1a	x	8mer-1a	7220 7227 7238 7240 7245 28584 29030 125945		0
FBtr0452138	miR-1-3p	125945	13459	13482	9675	9681	39	7mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029 29030 125945	0
FBtr0452138	miR-1-3p	28584	13458	13482	8311	8318	39	8mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029	0
FBtr0452138	miR-1-3p	29029	13458	13482	9705	9712	39	8mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029	0
FBtr0452138	miR-1-3p	29030	13465	13482	9692	9698	39	7mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029 29030 125945	0
FBtr0452138	miR-1-3p	7220	13458	13482	9640	9647	39	8mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029	0
FBtr0452138	miR-1-3p	7227	13458	13482	9644	9651	39	8mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029	0
FBtr0452138	miR-1-3p	7238	13458	13482	9593	9600	39	8mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029	0
FBtr0452138	miR-1-3p	7240	13458	13482	9491	9498	39	8mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029	0
FBtr0452138	miR-1-3p	7245	13458	13482	9804	9811	39	8mer-1a	x	7mer-1a+8mer-1a	7220 7227 7238 7240 7245 28584 29029 29030 125945	7220 7227 7238 7240 7245 28584 29029	0
FBtr0452138	miR-1-3p	42026	6087	6092	5292	5297	40	6mer	x	6mer	7070 7217 42026		1
FBtr0452138	miR-1-3p	7070	6087	6092	4511	4516	40	6mer	x	6mer	7070 7217 42026		1
FBtr0452138	miR-1-3p	7217	6087	6092	5307	5312	40	6mer	x	6mer	7070 7217 42026		1
FBtr0452138	miR-1-3p	7222	4010	4016	3239	3245	41	7mer-1a	x	7mer-1a	7222 7260		1
FBtr0452138	miR-1-3p	7260	4010	4016	3393	3399	41	7mer-1a	x	7mer-1a	7222 7260		1
FBtr0452138	miR-1-3p	7222	6290	6295	5369	5374	42	6mer	x	6mer	7222 7244 7291 7370		1
FBtr0452138	miR-1-3p	7244	6290	6295	5273	5278	42	6mer	x	6mer	7222 7244 7291 7370		1
FBtr0452138	miR-1-3p	7291	6290	6295	5405	5410	42	6mer	x	6mer	7222 7244 7291 7370		1
FBtr0452138	miR-1-3p	7370	6290	6295	5408	5413	42	6mer	x	6mer	7222 7244 7291 7370		1
FBtr0452138	miR-1-3p	7227	11169	11191	8534	8539	43	6mer	x	6mer	7227 7238 7240		0
FBtr0452138	miR-1-3p	7238	11169	11191	8521	8526	43	6mer	x	6mer	7227 7238 7240		0
FBtr0452138	miR-1-3p	7240	11169	11191	8384	8389	43	6mer	x	6mer	7227 7238 7240		0
FBtr0452138	miR-1-3p	7227	6397	6402	5497	5502	44	6mer	x	6mer	7227 7238		1
FBtr0452138	miR-1-3p	7238	6397	6402	5495	5500	44	6mer	x	6mer	7227 7238		1
FBtr0452138	miR-1-3p	7229	18159	18164	12261	12266	45	6mer	x	6mer	7229 7237		0
FBtr0452138	miR-1-3p	7237	18159	18164	12255	12260	45	6mer	x	6mer	7229 7237		0
FBtr0452138	miR-1-3p	7260	5471	5476	4773	4778	46	6mer	x	6mer	7260 7370		1
FBtr0452138	miR-1-3p	7370	5471	5476	4640	4645	46	6mer	x	6mer	7260 7370		1
FBtr0452138	miR-1-3p	28584	15725	15732	9306	9311	47	6mer	x	6mer	28584		0
FBtr0452138	miR-1-3p	30033	18033	18039	11883	11889	48	7mer-1a	x	7mer-1a	30033		0
FBtr0452138	miR-1-3p	30033	7632	7637	6421	6426	49	6mer	x	6mer	30033		1
FBtr0452138	miR-1-3p	7070	5610	5616	4036	4042	50	7mer-m8	x	7mer-m8	7070		1
FBtr0452138	miR-1-3p	7217	14383	14388	10206	10211	51	6mer	x	6mer	7217		0
FBtr0452138	miR-1-3p	7222	16604	16620	10801	10807	52	7mer-m8	x	7mer-m8	7222		0
FBtr0452138	miR-1-3p	7234	17983	17988	10226	10231	53	6mer	x	6mer	7234		0
FBtr0452138	miR-1-3p	7245	7638	7643	6391	6396	54	6mer	x	6mer	7245		1
FBtr0452138	miR-1-3p	7260	7575	7580	6485	6490	55	6mer	x	6mer	7260		1
FBtr0452138	miR-1-3p	7260	8874	8881	7474	7481	56	8mer-1a	x	8mer-1a	7260		1
FBtr0452138	miR-1-3p	7370	177	182	167	172	57	6mer	x	6mer	7370		1
FBtr0452138	miR-1-3p	7370	6627	6635	5690	5696	58	7mer-1a	x	7mer-1a	7370		1
FBtr0452138	miR-1-3p	7460	5147	5152	3274	3279	59	6mer	x	6mer	7460		1
FBtr0452138	miR-79-5p	7227	10603	10610	8254	8260	60	7mer-1a	x	7mer-1a	7227 7244		0
FBtr0452138	miR-79-5p	7244	10603	10610	8174	8180	60	7mer-1a	x	7mer-1a	7227 7244		0
FBtr0452138	miR-79-5p	7227	15730	15736	10622	10628	61	7mer-1a	x	7mer-1a	7227		0
FBtr0452138	miR-79-5p	7227	17651	17663	11500	11506	62	7mer-m8	x	7mer-m8	7227		0
FBtr0452138	miR-79-5p	7227	21568	21577	13433	13438	63	6mer	x	6mer	7227		0
FBtr0452138	miR-79-5p	7227	8552	8557	6968	6973	64	6mer	x	6mer	7227		1
FBtr0452138	miR-79-5p	7244	16623	16633	10829	10835	65	7mer-m8	x	7mer-m8	7244		0
FBtr0452138	miR-79-5p	7244	2556	2561	1908	1913	66	6mer	x	6mer	7244		1
FBtr0452138	miR-79-5p	7244	3934	3939	3211	3216	67	6mer	x	6mer	7244		1
FBtr0452138	miR-79-5p	7244	6530	6537	5469	5476	68	8mer-1a	x	8mer-1a	7244		1
FBtr0100244	bantam-3p	29029	354	359	244	249	69	6mer	x	6mer	29029 29030 30033		1
FBtr0100244	bantam-3p	29030	354	359	227	232	69	6mer	x	6mer	29029 29030 30033		1
FBtr0100244	bantam-3p	30033	354	359	227	232	69	6mer	x	6mer	29029 29030 30033		1
FBtr0100244	bantam-3p	7222	427	432	198	203	70	6mer	x	6mer	7222 7230		1
FBtr0100244	bantam-3p	7230	427	432	246	251	70	6mer	x	6mer	7222 7230		1
FBtr0100244	bantam-3p	30023	170	186	123	128	71	6mer	x	6mer	30023		1
FBtr0100244	miR-1-3p	30023	914	922	591	596	72	6mer	x	6mer	7230 30023 30025		1
FBtr0100244	miR-1-3p	30025	914	922	574	579	72	6mer	x	6mer	7230 30023 30025		1
FBtr0100244	miR-1-3p	7230	914	922	536	541	72	6mer	x	6mer	7230 30023 30025		1
FBtr0100244	miR-1-3p	7222	462	485	209	214	73	6mer	x	6mer	7222		1
FBtr0100244	miR-79-5p	7227	334	355	246	253	74	8mer-1a	x	8mer-1a	7227		1
FBtr0100244	miR-79-5p	7227	684	691	460	467	75	8mer-1a	x	8mer-1a	7227		1
FBtr0100244	miR-79-5p	7227	822	827	541	546	76	6mer	x	6mer	7227		1
FBtr0100244	miR-79-5p	7244	187	274	107	113	77	7mer-m8	x	7mer-m8	7244		1
